file_name,text_extract,supp_name,supp_vat,date,amount,currency
Borsalino (7)," Sale Sport GmbH Restaurant Borsalino Neuweg 4 8600 Dübendorf Tel: 0448208787 CHE-339.031.622 Rechnung 12653 BAR 1 2x Stange 3,0dl 4,50 9,007,7% Summe CHF: 9,00 MwSt.% Brutto Netto Steuer A= ,7% 9,00 8,36 0,64 Gesamt CHF: 9,00 Zahlart: Bar 9,00 CHF Datum: 04.09.2019 21:47:36 Bediener: 2 Vielen Dank für Ihren Besuch. Auf Wiedersehen!",Restaurant Borsalino,CHE-339.031.622,04.09.2019,9.0,CHF
Post (10), DIE POST ~ 8952 Schlieren 12.11.2020 / 15:28 / S5 Bestätigung Quittung Post CH AG Wankdorfallee 4 3030 Bern UID: CHE-116.302.542 MWST CHF 1 A-Standardbrief (9) 1.00 kg 0.023 1 A-Standardbrief (9) 1.00 kg 0.023 1 A-Standardbrief (9) 1.00 kg 0.023 Total CHF 3.00 Maestro Contactless -3.00 Buchung Karte Nr. xxxx4202 Trx-Seq.Nr.: 18672 Trm_ID: 23970216 Aut-Code: 111054 Rückgeld 0.00 (9): inkl. MWSt (7.7%) 0.21 www.post.ch Contact Center 0848 888 888 Besten Dank für Ihren Besuch,Post CH AG,CHE-116.302.542,12.11.2020,3.0,CHF
Denner market (190)," DENNER EXPRESS Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung Betrag B Denner Geflügsalatwurst 500g 3.60 # Verbilligung 25% -0.90 B Denner Energy Drink Reg 33cl 10 X 0.80 8.00 B Coca Cola Zero Dose 33cl 15 X 0.75 11.25 B Vittel PET 6x2L 7 X 3.75 26.25 Total CHF 48.20 Bargeld CHF 50.00 Rückgeld CHF 1.80 B MWSt. 2.5% 48.20 1.18 Total MWSt: 48.20 1.18 MwSt Nr. CHE-105.904.292 MWST # Rabatt nicht kumulierbar Es bediente Sie: Z. Dzaferi Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 07.08.2020 18:26 #:41767 C:41101 6664176701364236",DENNER EXPRESS Schlieren,CHE-105.904.292,07.08.2020,48.2,CHF
Globus (3)," GLOBUS Magazine zum Globus AG Schweizergasse 11, 8001 Zürich +41 58 578 11 11 www.globus.ch CHE-105.839.536 HR/MWST 04.01.2019 16:11 Es bediente Sie: Pushpakaran A. HEMD 129.90 1 Sale 39.00- Total CHF 90.90 POSTFINANCE CARD CHF 90.90 Buchung PostFinance Card Contactless XXXX9916 04.01.2019 16:11 #31402010*00112117/1PWB2r/00000000004# Total-EFT CHF: 90.90 CD MwSt Netto MwSt Brutto 1 7.70% 84.40 6.50 90.90 Sie profitierten insgesamt von: Rabatte/Aktionen 39.00 Viel Freude mit Ihrem Einkauf! 660000101000530000734620190104161131 101 / 53 Kassier 1741 7346",Globus AG,CHE-105.839.536,04.01.2019,90.9,CHF
Socar (83)," SOCAR migrolino SOCAR Dübendorf Ringstr. 17 8600 Duebendorf SOCAR Energy Switzerland GmbH,Zürich TEL 079/463'66'28 StNr: 150024 Kasse 3 Bed. 10 Dat. 04.06.2018 06:09 Beleg Nr. 1735 BELEG KOPIE Velvet 98 SAULEN NR 5 82,00 4 44,81 LITER* 1,830 CHF/LITER Pall Mall Red LEP 7,50 4 Pall Mall Red LEP 7,50 4 TOTAL CHF 97,00 Buchung PostFinance Card XXXXXXXXXXXXXXX2263 04.06.2018 06:09:07 Trm-Id: 21401543 Act-Id: 82 AID: A0000001110101 STAN: 122544 PANEnc: AFDD25ECA82BBBBAAF043E1B78870990 Total-EFT CHF 97.00 MWSTKL MWST% MWST + Netto = Brutto MWSt4 7,7% 6,94 90,06 97,00 RECHNUNG CHE-106.847.076 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR Energy Switzerland GmbH,CHE-106.847.076,04.06.2018,97.0,CHF
Migros market (68), MIGROS GENOSSENSCHAFT MIGROS ZÜRICH TAKE AWAY GLATT TEL. 044 839 20 50 --- UNSERE OEFFNUNGSZEITEN MO-SA: 09:00-20:00 CHF Dürum Kebab 9.80 1 TOTAL 9.80 BAR 10.80 ZURUECK 1.00 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 9.80 0.24 CUMULUS-NUMMER: 2099.555.613.481 ERHALTENE PUNKTE: 9.800 BESTEN DANK FüR IHREN EINKAUF! 0810558509115200000980 VERKAEUFER: 0000057 Anjos Rogerio ART 00001 TRANSAKTION: 05585 C BEDIEN. KNR KST. DATUM ZEIT 0000881 081 150564 09.10.2020 11:52,MIGROS GENOSSENSCHAFT,CHE-105.970.604,09.10.2020,9.8,CHF
Punto (110), Punto© RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-605 12:47:02 03.04.2018 2x Acqua Panna Fr 5.00 Fr 10.00 2x Menu 2 Fr 23.50 Fr 47.00 1x Creme Fr 3.30 Fr 3.30 Total Fr 60.30 Gegeben (Bar) Fr 60.30 MwSt. .% Brutto Netto MwSt. 7.7% Fr 60.30 Fr 55.99 Fr 4.31 Bedient von: Service Punto9 Tisch: Tisch 4 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto© RISTORANTE CAFFE BAR,CHE-208.429.690,03.04.2018,60.3,CHF
Migros market (275), MIGROS GENOSSENSCHAFT MIGROS ZORICH MM DÜBENDORF TEL. 044 801 66 77 UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Karotten geraf. 3209 2.10 1 Kartoffeln festkochend 4.40 1 TOTAL 6.50 POSTFINANCE CARD 6.50 Buchung PostFinance Card XXXX9420 25.07.2018 10:08 #31425732/552/A0000001110101*00122972/40 47775893/1D8UrP/00000000004/E0B32A4CD891 F4B7D21B12A4B0832268/2# Total-EFT CHF: 6.50 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 6.50 0.16 CUMULUS-NUMMER: 2099.317.932.119 ERHALTENE PUNKTE: 6.500 BESTEN DANK FÜR IHREN EINKAUF! 3040605225100700000650 ART 00002 TRANSAKTION: 06052 C BEDIEN. KNR KST. DATUM ZEIT 0000992 304 150054 25.07.2018 10:07,MIGROS GENOSSENSCHAFT,CHE-105.970.604,25.07.2018,6.5,CHF
Shell (25)," Shell Im Giessen Ueberlandstr. 95, 8600 Dübendorf Site ID: 1146 Telefon: 044 821 34 72 Rechnung <<<<<<<<<<< K 17.44 L Saule 04 * Diesel * CHF 30.00*L 1.720 CHF / L Summe CHF 30.00 Cash CHF 30.00 7.70 % MWST. L. CHF 2.14 I'm Namen und auf Rechnung von Steuer Nr. CHE-105.833.545 MWST Shell (Switzerland) AG CH - 6340 Baar Summe Netto CHF 27.86 Datum Zeit Bon POS KNo Schicht 02.09.19 20:11 70185 02 2067 988 Vielen Dank für Ihren Besuch und bis zum nächsten Mal WIR WOLLEN WISSEN, WAS SIE VON UNS DENKEN Beantworten Sie unsere kurze Umfrage auf My Shell und Sie erhalten einen 5 Rp. /1 Rabatt beim Tanken. Die Umfrage, sowie die ausführlichen Teilnahmebedingungen und Datenschutz- hinweise finden Sie auf www.shell.ch/customersurvey",Shell (Switzerland) AG,CHE-105.833.545,02.09.2019,30.0,CHF
Da Paulo (115), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 9432 05.11.2019 TISCH 70 20:58:50 1 DangeloProvencale 35.50 35.50 2 FilettoPepeVerde 41.50 83.00 2 Espresso 4.60 9.20 2 Grappapauloberta 17.50 35.00 2 Karaffe Wasser 3.00 6.00 1 Fl.RiberaDuero 68.00 68.00 3 Pros. Spumante 9.50 28.50 1 Kürbissuppe 11.90 11.90 Rechnungsbetrag Fr. 277.10 Eur 251.90 MWST NETTO STEUER BRUTTO 1 = 7.7% 257.29 19.81 277.10 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,05.11.2019,277.1,CHF
Migros market (114), MIGROS GENOSSENSCHAFT MIGROS ZÜRICH MM DOBENDORF TEL. 044 801 66 77 --- UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Kopfsalat 1.70 1 Kopfsalat rot 1.70 1 AKT Zucchetti 1.05 1 AKT Zucchetti 1.10 1 Fenchel 3.15 1 TOTAL 8.70 BAR 50.00 ZURUECK 41.30 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 8.70 0.21 BESTEN DANK FÜR IHREN EINKAUF! 0070323712182300000870 ART 00005 TRANSAKTION: 03237 BEDIEN. KNR KST. DATUM ZEIT 0000129 007 150054 12.07.2019 18:23,MIGROS GENOSSENSCHAFT,CHE-105.970.604,12.07.2019,8.7,CHF
Coop market (62)," nedar coop schemola 0122019 show Für mich und dich. rrr n Wallisellen Richti-Shopping Artikel Menge Preis is Aktion Total Ruchbrot 500G 1 1.10 1.10 0 Semneli 80G 2 0.80 1.60 0 Big Silsergipfel 1 1.30 1.30 0 JOGHURT ERDB./APRIKO 1 2.15 2.15 0 Trutenbrust geräucht 1 3.30 3.30 0 Mortadella Bologna 2 3.00 6.00 0 Salami Rustico 0.078 4.15 4.15 0 Max Havelaar Bananen 0.694 2.05 2.05 0 Cornichons extra fin 1 7.95 3.95 3.95 OL TOTAL CHF 25.60 Mastercard 25.60 Transazione MasterCard XXXXXXXXXXXX8112 28.09.2020 08:50 #31422705*00284938/559088/0000000002 Totale-EFT CHF: 25.60 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 25.60 0.62 Sie sparen 4.00 Anzahl gekaufter Artikel 11 SUPERCARD NR.: 2501******6557 ison ALTER PUNKTESTAND SALDO 9676 SUB-/TOTAL EXCL. 25.60 25 noW ntsta SUPERPUNKTE AUS EINKAUF 25 NEVER PUNKTESTAND SALDO 9701 Erhalten physische Samelmarken Wildnis 2 Badezimmer Trophy 2 tiae ES BEDIENTE SIE Frau Imeni urbrisi Dankão für Ihre Ichauf 990002065522809200002560495 4 28 09.20 08:49 06552 00363588 002 0004954 addailed dem nami netsT",COOP GENOSSENSCHAFT,CHE-116.311.185,28.09.2020,25.6,CHF
Buckhauser (17), DEPARTMENT DOCKMOSCO Buckhauserstrasse 36 CH-8048 Zürich Rechnung : 183390/0 Datum : 06.04.2019 Tisch : 51/0 Menge Bezeichnung Preis MW 1 Kaffee 4.20 1 1 Cappuccino 5.50 1 Summe CHF 9.70 Euro 8.82 Mehrwertsteuer: MW Satz Brutto Steuer 1 7.7% 9.70 0.70 0.00 % Rabatt auf berechtigte Artikel Summe Brutto 9.70 Maestro 9.70 Es bediente Sie Tanja K. CHE-102.823.622 MWST Besten Dank für Ihren Besuch! Frühstück am Wochenende bis 14:00 Uhr,DEPARTMENT DOCKMOSCO,CHE-102.823.622,06.04.2019,9.7,CHF
Da Paulo (83), RISTORANTE DA the PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 21 Rechnung 7350 24.08.2019 TISCH 152 21:43:43 2 Bitter Lemon 5.30 10.60 2 San Pellegri 11 11.20 22.40 1 Tortell.B. Salvia 21.50 21.50 1 Espresso 4.60 4.60 5 Kaffee Creme 4.60 23.00 1 Stange 3d1 4.70 4.70 3 Prosecco 1dl 9.50 28.50 1 Fl.Malbec 62.00 62.00 2 Lammnierstück 150g 34.50 69.00 3 1 kugel 3.80 11.40 1 2 kugel 7.60 7.60 1 Eglifilet 32.50 32.50 1 Ramazotti 8.50 8.50 1 Bruschetta 8.50 8.50 1 Verde 8.50 8.50 1 Mista 9.50 9.50 1 Rucola 13.50 13.50 1 Primeburger150g 26.50 26.50 1 Speck 3.00 3.00 1 Spiegelei 3.00 3.00 1 Rahm 1.50 1.50 1 Rahm 1.50 1.50 1 Rahm 1.50 1.50 Rechnungsbetrag Fr. 383.30 Eur 348.50 MWST NETTO STEUER BRUTTO 1 = 7.7% 355.90 27.40 383.30 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA the PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,24.08.2019,383.3,CHF
Socar (24)," SOCAR migrolino SOCAR Schlieren Badenerstr. 41 8952 Schlieren SOCAR Energy Switzerland GmbH,Zürich TEL 079/463'75'60 StNr: 100046 Kasse 3 Bed. 23 Dat. 29.08.2019 07:10 Beleg Nr. 5010 High P. Choco Drink 2,10 2 Chiefs Choco 2,75 2 ThaiChickSatay 7,80 2 TOTAL CHF 12,65 Buchung Maestro contactless XXXXXXXXXXXXXXX4202 29.08.2019 07:10:15 Trm-Id: 21401557 Act-Id: 829 AID: A0000000043060 Trx. Seq-Cnt: 8737281528 STAN: 169685 Aut-Id: 110416 PANEnc : CEC19A882C9D86A76377B9EB5E555506 Total-EFT CHF 12.65 MWSTKL MWST% MWST + Netto = Brutto MWSt2 2,5% 0,31 12,34 12,65 RECHNUNG CHE-106.847.076 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR Schlieren,CHE-106.847.076,29.08.2019,12.65,CHF
Coop market (66)," coop Für mich und dich. Zürich Tiefenbrunnen Artikel Menge Preis Aktion Total Evian 1.5L 1 1.00 1.00 0 Coca Cola 45CL 1 1.35 1.35 0 TOTAL CHF 2.35 BAR 5.00 Zurück CHF -2.65 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 2.35 0.06 Anzahl gekaufter Artikel 2 ES BEDIENTE SIE Springer (Coop Team) Danke viel Mal für Ihre Ichauf 9900010092706112000002351246 06.11.20 08:39 00927 00008000 001 0001246",COOP GENOSSENSCHAFT,CHE-116.311.185,06.11.2020,2.35,CHF
China fast (2), CHINA FAST & GOOD SCHAFFHAUSERSTR. 116 8152 GLATTBRUGG ZH TEL. 044 810 42 62 CHE-108.671.842 MWST REG 14.05.2019 19:34 VERK.C 155869 KU 1 1 POULET SZECHWA 20.00 1 POULET SZECHWA 20.00 1 DIVERSES 7.00 1 DIVERSES 7.00 1 POULET SZECHWA 15.00 1 REIS ZUSATZ 3.50 1 DIVERSES 0.50 2.5% MWST > 1.78 TOTAL - 73.00 BAR 73.00 BESTEN DANK FUER IHREN EINKAUF,CHINA FAST & GOOD,CHE-108.671.842,14.05.2019,73.0,CHF
Migros Restaurant  (3), MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG TEL. 052 208 15 91 CHF Tagesspezialität 16.80 2 Menüsalat / Kompott 2.00 2 PET Getränk / RedBull 3.60 2 TOTAL 22.40 BAR 30.00 ZURUECK 7.60 TOTAL IN EURO 20.35 MWST-NUMMER: CHE-105.784.711 MWST GR HWST% TOTAL HWST 2 7.70 22.40 1.60 BESTEN DANK FUR IHREN EINKAUF! 0520323605121000002240 ART 00003 TRANSAKTION: 03236 BEDIEN. KNR KST. DATUM ZEIT 0000759 052 95480 05.02.2019 12:10,MIGROS GENOSSENSCHAFT MIGROS OSTSCHWEIZ M-RESTAURANT ROSENBERG,CHE-105.784.711,05.02.2019,22.4,CHF
Migros market (92), MIGROS GENOSSENSCHAFT MIGROS ZORICH MM BRUNAUPARK TEL. 044 466 88 66 --- UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Garofalo Rav.Ricotta 5.95 1 Garofalo Girasole Pilz 6.50 1 Tomaten Cubelli 2.35 1 Valflora Halbrahm UHT 1.30 1 Crème de Saint Agur 3.90 1 Kopfsalat mit Herz 3.95 1 Plastiksack 0.05 2 TOTAL 24.00 TWINT QR 24.00 Buchung TWINT XXXXXXXXXXXXXXX2650 17.08.2020 18:46 #31459824/882/A000000157449E*00261670/25 817913099/e5d412/00000000002/01CF4B20C09 4A00FB807C33D71B31776/1# Total-EFT CHF: 24.00 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 23.95 0.58 2 7.70 0.05 0.00 ANZAHL STICKER-SACHETS FOR DIESEN EINKAUF 1 BESTEN DANK FÜR IHREN EINKAUF! 3080031517184600002400 ART 00007 TRANSAKTION: 00315 BEDIEN. KNR KST. DATUM ZEIT 0000992 308 150665 17.08.2020 18:46,MIGROS GENOSSENSCHAFT,CHE-105.970.604,17.08.2020,24.0,CHF
Denner market (113)," DENNER Sendorf lisellenstrasse 17 übendorf 058 999 06 61 M Bezeichnung Betrag B Lindt Gran. , Noise Lait 3x150g 8.50 B Grana Padano gerieben 100g 1.95 B San Pellegrino PET 6x1.25L 5 X 3.80 Aktion statt 28.50 19.00 Total CHF 29.45 Bargeld CHF 29.50 Rückgeld CHF 0.05 B MWSt. 2.5% 29.45 0.72 Total MWSt: will 912 neliet 29.45 0.72 MwSt Nr. CHE-105.904.292 MWST neb 912 19bo sboo-Ro nebnorletaneden Es bediente Sie: C. Cennerazzo-Calabro Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 24.10.2019 10:15 #:29252 C:66101 6662925205423",DENNER Sendorf,CHE-105.904.292,24.10.2019,29.45,CHF
Punto (131), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-7064 21:47:07 01.10.2019 1x Divers. Pasta & R Fr 18.00 Fr 18.00 2x Tagliatelle Prima Fr 26.00 Fr 52.00 3x Fanta Fr 4.80 Fr 14.40 5x Rosso Toscano 10c Fr 6.00 Fr 30.00 1x Coca Cola Fr 4.80 Fr 4.80 1x Espresso Fr 2.80 Fr 2.80 1x Tiramisu Fr 9.00 Fr 9.00 Total Fr 131.00 Gegeben (Bar) Fr 131.00 MwSt.% Brutto Netto MwSt. 7.7% Fr 131.00 Fr 121.63 Fr 9.37 Bedient von: Service Punto9 Tisch: Tisch 18 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,01.10.2019,131.0,CHF
Socar (54)," SOCAR migrolino SOCAR Dübendorf Ringstr. 17 8600 Duebendorf SOCAR Energy Switzerland GmbH, Zürich TEL 079/463'66'28 StNr: 150024 Kasse 3 Bed. 10 Dat. 15.05.2019 06:11 Beleg Nr. 2758 FEE BELEG KOPIE EBE Big Laug.-Gipfel - 90g 7,00 2 5,00 * 1,40 CHF Croiss. français 70g 1,30 2 Croiss. français 70g 1,30 2 Croiss. français 70g 1,30 2 Croiss. français 70g 1,30 2 Croiss. français 70g 1,30 2 Papiertasche 0,30 4 Coca-Cola Zero 13,00 2 10,00 * 1,30 CHF SP Aranciata 33cl 12,80 2 8,00 * 1,60 CHF Hot Pastrami Ciabat. 8,90 2 Hot Chicken Ciabatta 8,90 2 Hot Chicken Ciabatta 8,90 2 Laugensw. Salami 4,90 2 Hot Chick&Bacon Ciab 9,90 2 Laugensw. Gruyère 4,90 2 Laugensw. Salami 4,90 2 Laugensw. Gruyere 4,90 2 Laugensw. Salami 4,90 2 Laugensw. Salami 4,90 2 TOTAL CHF 105,60 Buchung MasterCard XXXXXXXXXXXX0432 15.05.2019 06:11:58 Trm-Id: 21401543 Act-Id: 772 AID: A0000000041010 Trx. Seq-Cnt: 87513116308 STAN: 201012 Aut-Id: 408193 PANEnc: F44309D3DB46475BF9094D7F84CF91FD Total-EFT CHF 105.60 MWSTKL MWST% MWST + Netto = Brutto MWSt2 2,5% 2,57 102,73 105,30 MWSt4 7,7% 0,02 0,28 0,30 MWST TOTAL 2,59 103,01 105,60 RECHNUNG CHE-106.847.076 MWST Auf Wiedersehen Gute Fahrt Einen schönen Tag",SOCAR migrolino,CHE-106.847.076,15.05.2019,105.6,CHF
Lidl (11), Lidl lohnt sich. www.darum-lidl.ch Kostenlose Kundenhotline: 0800 857 000 www.lidl.ch/kontakt CHF Hähnchenunterkeulen 5.75 A Roter Kopfsalat 1.85 A Poulet-Schnitze] fri 2.79 X 3 8.37 A Zwischensumme 15.97 Rundung -0.02 Total CHF 15.95 Karte 15.95 *** Kundenbeleg *** Buchung VISA DEBIT (Visa) XXXXXXXXXXXX7673 24.10.2020 17:25:10 Trm-Id: 32182227 AID: A0000000031010 Trx. Seq-Cnt: 35450 Auth. Code: 531267 E227F9D4554D1E1BCF3172BD34386BAA 01 Total-EFT - CHF: 15.95 A 2.5 % MwSt von 15.97 0.39 0326 070511/04 24.10.20 17:24 MWST. : CHE-116.347.467 MWST,Lidl,CHE-116.347.467,24.10.2020,15.95,CHF
Punto (79), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-5955 22:25:16 14.06.2019 3x San Pellegrino 1/ Fr 5.00 Fr 15.00 2x Divers. Pasta & R Fr 24.50 Fr 49.00 1x Dai - Dai Fr 5.00 Fr 5.00 Total Fr 69.00 Gegeben (Bar) Fr 69.00 MwSt.% Brutto Netto MwSt. 7.7% Fr 69.00 Fr 64.07 Fr 4.93 Bedient von: Service Punto9 Tisch: Tisch 11 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,14.06.2019,69.0,CHF
Denner market (95)," DENNER Dübendorf Wallisellenstrasse 17 8600 Dübendorf 058 999 06 61 M Bezeichnung Betrag gnunisM eirl anu 912 nelisT B Maggi Fleischbouillon 84g 1900 31m 3 X 2.45 7.35 B Maggi Gemüsebouillon 80g 0 3 X 2.45 7.35 B Rocchetta ohne Kohlen 6x1,5L 6 X 2.95 Aktion statt 29.70 17.70 Total CHF 32.40 Bargeld CHF 33.50 Rückgeld CHF 1.10 B MWSt. 2.5% 32.40 0.79 Total MWSt: 32.40 0.79 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: E. Avdija Besten Dank für Ihren Einkauf Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 10.07.2019 10:32 #:3967 C:66102 6660396705433842",DENNER Dübendorf,CHE-105.904.292,10.07.2019,32.4,CHF
Punto (146), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-22 12:54:46 06.03.2018 1x Acqua Panna Fr 5.00 Fr 5.00 3x Wochenhit Fr 21.00 Fr 63.00 1x San Pellegrino Wa Fr 5.00 Fr 5.00 3x Fuse Tea Lemon Fr 4.80 Fr 14.40 Total Fr 87.40 Gegeben (Bar) Fr 87.40 MwSt % Brutto Netto MwSt. 7.7% Fr 87.40 Fr 81.15 Fr 6.25 Bedient von: Service Punto9 Tisch: Tisch 4 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,06.03.2018,87.4,CHF
Punto (106), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr . 1-4548 14:01:28 13.02.2019 1x Lager Hell 0.33 Fr 5.00 Fr 5.00 ix Menü 1 Fr 17.50 Fr 17.50 Total Fr 22.50 Gegeben (Bar) Fr 22.50 MwSt.% Brutto Netto MwSt. 7.7% Fr 22.50 Fr 20.89 Fr 1.61 Bedient von: Service Punto9 Tisch: Tisch 18 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,13.02.2019,22.5,CHF
Punto (63), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-562 20:56:25 27.03.2018 1x San Pellegrino Wa Fr 5.00 Fr 5.00 1x Acqua Panna Fr 5.00 Fr 5.00 4x Moretti 0.33 Fr 5.50 Fr 22.00 1x Tortino ai porri Fr 16.50 Fr 16.50 1x Insalata Vitamini Fr 17.50 Fr 17.50 1x Spaghetti alla Ca Fr 21.00 Fr 21.00 1x Scaloppine di vit Fr 33.00 Fr 33.00 2x Brolo Valsorda 10 Fr 6.50 Fr 13.00 Total Fr 133.00 Gegeben (Bar) Fr 133.00 MwSt.% Brutto Netto MwSt. 7.7% Fr 133.00 Fr 123.49 Fr 9.51 Bedient von: Service Punto9 Tisch: Tisch 4 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,27.03.2018,133.0,CHF
Migros market (117), SAAT MIGROS GENOSSENSCHAFT MIGROS ZÜRICH MM DOBENDORF TEL. 044 801 / 66 77 --- UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Kopfsalat 2.00 1 Kopfsalat rot 2 X 2.00 4.00 1 MClass Kaninchen ganz Spargeln AMORA 15.85 1 grun 6.90 1 TOTAL 28.75 BAR 30.00 ZURUECK 1.25 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 28.75 0.70 CUMULUS-NUMMER: 2099.317.932.119 ERHALTENE PUNKTE: 28.750 BESTEN DANK FüR IHREN EINKAUF! 0070156328101300002875 ART 00005 TRANSAKTION: 01563 C BEDIEN. KNR KST. DATUM ZEIT 0000105 007 150054 28.05.2019 10:13,MIGROS ZÜRICH MM DOBENDORF,CHE-105.970.604,28.05.2019,28.75,CHF
Coop market (222), coop pronto Coop Pronto mit Tankstelle zürcherstrasse 229 8953 Dietikon/ZH Tel.: +41 44 542 31 80 www.coop-pronto.ch RECHNUNG 216869# Coop Mineraloel * TP05 ZP13 21.74 Liter and * * EINZELPREIS 1.380 CHF/Liter * * SequenzNr 82598 * * Bleifrei 95 30.00 D * ZWISCHENSUMME 30.00 Netto MwSt Brutto 7.70% 27.86 2.14 30.00 D CHE-116.311.185 MWST (D) Coop Mineraloel AG Hegenheimermattweg 65 CH-4123 Allschwil Coop Pronto Oreo Ice Cream Stick 1 3.20 B ZWISCHENSUMME 3.20 Netto MwSt Brutto 2.50% 3.12 0.08 3.20 B CHE-323.418.197 MWST (B) B. Thagi Dietikon Zürcherstrasse GmbH SUMME CHF 33.20 * BAR CHF 205.00 Retourgeld -171.80 Mit - gekennzeichnete Produkte werden temperaturkompensiert bei 15°C abgegeben Coop Konsumentendienst 0848 888 444 Besten Dank für Ihren Einkauf Es bediente Sie F.Asani 4077 08.08.2020 13:51/5152/ 33D / 2182,Coop Mineraloel AG,CHE-116.311.185,08.08.2020,33.2,CHF
Migros market (272), MIGROS GENOSSENSCHAFT MIGROS ZURICH M GLATTPARK TEL. 058 561 00 00 --- UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Coca-Cola Zero Dose 2 X 0.75 1.50 1 Red Bull Sugarfr.250ml 2 X 1.70 3.40 1 Coquerli im Teig 2.70 1 AKT Heidelbeeren 4.95 1 Aktion 1.00- 1 Plastiksack 0.05 2 TOTAL 11.60 BAR 12.00 ZURUECK 0.40 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 11.55 0.28 2 7.70 0.05 0.00 BESTEN DANK FüR IHREN EINKAUF! 20010443422090000001160 ART 00007 TRANSAKTION: 04434 BEDTEN. KNR KST. DATUM ZEIT 000 10 001 150154 22.10.2019 09:00,MIGROS GENOSSENSCHAFT,CHE-105.970.604,22.10.2019,11.6,CHF
